TUCASEID,TUACTIVITY_N,WUFNACTWT,WUHAPORD,WUHAPPY,WUINTERACT,WUMEANING,WUPAIN,WUPNORD,WUSAD,WUSADORD,WUSTRESS,WUSTRORD,WUTIRED,WUTRDORD
20210706210506,19,6562624.239389,2,2,1,6,0,1,0,4,0,3,0,5
20210706210513,8,11645914.855779,1,6,1,6,5,3,0,2,5,4,0,5
20210706210513,10,8734436.141834,1,6,2,6,4,3,5,2,2,4,4,5
20210706210513,12,5822957.427889,1,6,2,6,5,3,0,2,0,4,5,5
20210706210518,9,222788.192416,5,6,1,6,5,3,0,4,0,1,3,2
20210706210518,18,4010187.463493,5,2,2,5,5,3,0,4,0,1,4,2
20210706210518,19,1782305.539330,5,6,2,3,0,3,0,4,0,1,5,2
20210706210522,5,14126100.661602,2,5,2,4,0,4,0,1,0,5,1,3
20210706210522,7,2354350.110267,2,6,2,3,0,4,0,1,0,5,0,3
20210706210522,14,3139133.480356,2,6,2,4,0,4,0,1,0,5,0,3
20210706210523,3,869611.731654,1,4,2,5,1,5,1,3,5,4,6,2
20210706210523,17,3478446.926617,1,5,2,5,0,5,1,3,3,4,5,2
20210706210523,24,13044175.974812,1,5,2,5,0,5,2,3,2,4,5,2
20210706210528,8,2923835.721216,5,4,2,4,3,3,0,1,5,2,5,4
20210706210528,18,5847671.442432,5,4,2,3,3,3,0,1,3,2,4,4
20210706210532,2,26885541.248983,1,5,2,2,0,5,0,2,1,4,1,3
20210706210532,3,1120230.885374,1,5,2,3,0,5,0,2,1,4,1,3
20210706210532,4,25765310.363608,1,5,2,3,0,5,0,2,1,4,1,3
20210706210542,8,3666059.198895,2,3,2,4,0,1,0,4,5,3,4,5
20210706210542,9,54990887.983430,2,2,1,4,0,1,0,4,5,3,4,5
20210706210542,10,7332118.397791,2,3,1,4,0,1,0,4,3,3,5,5
20210706210544,2,4946033.910514,5,6,1,5,0,1,0,4,2,2,2,3
20210706210544,4,9892067.821027,5,6,2,5,3,1,0,4,3,2,2,3
20210706210544,12,9892067.821027,5,6,2,4,3,1,3,4,5,2,6,3
20210706210548,3,9998438.247302,2,1,2,4,0,5,1,1,1,4,3,3
20210706210548,8,9998438.247302,2,1,1,6,0,5,0,1,3,4,5,3
20210706210548,11,19996876.494605,2,6,1,6,0,5,0,1,1,4,2,3
20210706210552,11,2130968.050586,2,5,1,4,3,1,0,4,2,3,5,5
20210706210552,13,4261936.101171,2,1,1,4,3,1,2,4,5,3,6,5
20210706210552,24,8523872.202342,2,0,1,3,4,1,3,4,5,3,6,5
20210706210553,9,1528648.056445,1,4,2,0,0,5,0,3,0,2,2,4
20210706210553,11,3057296.112890,1,4,2,0,0,5,0,3,0,2,2,4
20210706210553,26,10700536.395116,1,3,1,0,0,5,0,3,0,2,5,4
20210706210555,6,43184000.331447,4,4,2,5,2,5,1,2,2,3,2,1
20210706210555,11,3271515.176625,4,4,2,5,2,5,1,2,2,3,3,1
20210706210555,17,20719596.118623,4,4,1,5,2,5,1,2,1,3,5,1
20210706210562,2,200430830.141591,3,2,2,4,0,4,1,2,5,5,2,1
20210706210562,7,50107707.535398,3,3,2,6,0,4,1,2,2,5,1,1
20210706210562,18,50107707.535398,3,5,1,5,1,4,1,2,2,5,3,1
20210706210563,7,60605923.460933,1,4,1,4,1,2,0,5,3,4,2,3
20210706210563,9,27272665.557420,1,6,1,5,1,2,1,5,2,4,2,3
20210706210563,12,3030296.173047,1,3,1,1,0,2,2,5,2,4,3,3
20210706210565,6,2017881.855756,4,5,1,4,2,5,1,3,1,2,4,1
20210706210565,7,9080468.350903,4,3,1,4,2,5,1,3,2,2,4,1
20210706210565,10,1513411.391817,4,4,1,4,2,5,1,3,2,2,4,1
20210706210571,16,653183.096638,5,4,1,0,0,4,1,3,4,2,0,1
20210706210571,19,11757295.739486,5,3,2,2,0,4,1,3,1,2,3,1
20210706210571,22,28086873.155440,5,2,2,2,0,4,1,3,1,2,4,1
20210706210573,4,627907.442121,3,2,2,1,0,5,2,4,1,2,4,1
20210706210573,7,986711.694762,3,3,2,1,0,5,2,4,1,2,2,1
20210706210573,16,2691031.894805,3,3,1,4,0,5,1,4,2,2,3,1
20210706210575,4,17815216.941701,3,5,1,6,0,2,0,1,1,5,1,4
20210706210575,5,2812928.990795,3,6,2,6,0,2,0,1,0,5,1,4
20210706210575,7,3750571.987727,3,6,2,2,0,2,0,1,1,5,1,4
20210706210577,4,2193109.395038,1,1,2,4,3,3,0,4,0,2,0,5
20210706210577,5,1096554.697519,1,3,2,3,3,3,0,4,0,2,3,5
20210706210577,11,5482773.487596,1,3,2,0,3,3,3,4,3,2,0,5
20210706210579,3,7708841.776318,4,4,1,5,0,3,3,1,5,5,6,2
20210706210579,5,3083536.710527,4,6,2,6,0,3,0,1,0,5,4,2
20210706210579,8,9250610.131582,4,4,1,6,0,3,0,1,0,5,6,2
20210706210585,4,843289.010156,3,3,1,3,2,5,0,1,3,4,2,2
20210706210585,9,2529867.030468,3,5,1,6,0,5,0,1,0,4,0,2
20210706210585,14,1264933.515234,3,4,1,5,0,5,0,1,2,4,2,2
20210706210590,4,12054341.991031,1,5,1,4,0,4,0,3,0,5,0,2
20210706210590,10,753396.374439,1,3,2,1,0,4,1,3,0,5,1,2
20210706210590,14,1205434.199103,1,5,2,1,0,4,0,3,0,5,1,2
20210706210606,7,1672347.777226,1,0,1,6,0,3,0,5,2,4,6,2
20210706210606,23,5972670.632949,1,4,1,3,0,3,0,5,0,4,0,2
20210706210606,32,1194534.126590,1,5,1,6,0,3,0,5,0,4,0,2
20210706210612,6,19431337.500657,5,5,2,5,0,4,0,1,0,3,2,2
20210706210612,19,24613027.500832,5,3,1,1,0,4,1,1,2,3,4,2
20210706210612,20,2590845.000088,5,3,2,1,0,4,0,1,0,3,2,2
20210706210615,4,2803636.955777,2,5,2,6,2,5,0,3,1,1,4,4
20210706210615,12,8010391.302219,2,5,2,5,2,5,4,3,5,1,3,4
20210706210622,4,2522580.547315,4,0,2,3,6,2,0,5,6,3,6,1
20210706210622,5,2522580.547315,4,0,2,3,6,2,0,5,6,3,6,1
20210706210622,6,15135483.283891,4,0,1,3,6,2,0,5,6,3,6,1
20210706210625,3,15735003.230169,4,6,1,0,0,3,0,5,0,1,1,2
20210706210625,4,5245001.076723,4,0,1,5,0,3,0,5,0,1,1,2
20210706210625,5,26225005.383615,4,5,1,6,0,3,0,5,2,1,1,2
20210706210629,3,122498.556716,5,3,1,5,0,4,0,3,3,1,2,2
20210706210629,4,3552458.144777,5,3,1,4,0,4,0,3,3,1,1,2
20210706210629,8,4654945.155225,5,3,1,5,0,4,0,3,4,1,3,2
20210706210633,2,1173324.214467,3,5,2,6,3,5,0,2,1,4,6,1
20210706210633,3,586662.107233,3,6,2,6,4,5,6,2,1,4,5,1
20210706210633,6,586662.107233,3,5,1,5,2,5,0,2,1,4,4,1
20210706210634,7,8957829.816035,3,6,1,6,0,2,0,1,0,4,0,5
20210706210634,10,0.000000,3,-3,-3,-3,-3,2,-3,1,-3,4,-3,5
20210706210634,12,0.000000,3,-3,-3,-3,-3,2,-3,1,-3,4,-3,5
20210706210641,2,18900647.424413,1,4,2,4,0,3,4,5,5,4,2,2
20210706210641,7,18900647.424413,1,4,2,2,0,3,1,5,2,4,3,2
20210706210641,8,18900647.424413,1,4,2,1,0,3,1,5,0,4,3,2
20210706210647,2,17425524.010950,2,3,2,2,0,5,0,1,0,4,5,3
20210706210647,5,17425524.010950,2,4,2,3,0,5,0,1,0,4,0,3
20210706210647,6,130691430.082128,2,6,2,3,0,5,0,1,0,4,0,3
20210706210656,2,7771478.673835,3,5,2,6,0,2,0,4,3,5,3,1
20210706210656,5,128229398.118283,3,2,1,2,0,2,0,4,4,5,3,1
20210706210656,8,19428696.684588,3,2,1,2,0,2,0,4,4,5,4,1
20210706210657,3,6678323.613356,4,3,2,0,0,1,3,3,5,5,3,2
20210706210657,7,8347904.516695,4,1,2,1,0,1,3,3,5,5,3,2
20210706210657,9,3339161.806678,4,1,2,0,0,1,3,3,5,5,3,2
20210706210666,5,7500963.715583,4,6,1,6,0,5,0,1,0,3,0,2
20210706210666,10,5000642.477055,4,6,1,6,0,5,0,1,0,3,0,2
20210706210666,15,2500321.238528,4,6,1,6,0,5,0,1,0,3,1,2
20210706210668,5,636256.511671,5,3,2,0,4,3,0,1,0,2,5,4
20210706210668,15,1988301.598973,5,5,1,6,4,3,0,1,0,2,5,4
20210706210668,18,397660.319795,5,5,2,6,4,3,0,1,0,2,6,4
20210706210680,6,7231926.835464,2,6,1,6,0,3,6,1,0,4,0,5
20210706210680,14,3615963.417732,2,6,2,6,0,3,0,1,0,4,0,5
20210706210680,17,1205321.139244,2,6,1,6,0,3,0,1,0,4,0,5
20210706210684,4,558211.496773,5,5,2,6,0,2,0,1,0,4,0,3
20210706210684,11,2232845.987091,5,3,1,3,0,2,5,1,0,4,0,3
20210706210684,23,3349268.980637,5,5,1,6,0,2,0,1,0,4,0,3
20210706210685,2,374346.461653,4,3,2,2,0,2,1,1,5,3,2,5
20210706210685,8,14037992.312006,4,4,1,3,3,2,3,1,3,3,1,5
20210706210685,10,5053677.232322,4,5,1,5,1,2,1,1,1,3,1,5
20210706210686,6,4899907.659697,5,6,1,6,0,2,0,1,0,3,0,4
20210706210686,12,1633302.553232,5,6,1,6,0,2,0,1,0,3,0,4
20210706210686,17,36749307.447729,5,6,1,6,2,2,0,1,0,3,1,4
20210706210689,3,3443271.605781,3,3,1,6,4,1,3,2,4,5,5,4
20210706210689,6,39253296.305900,3,3,1,4,4,1,3,2,3,5,5,4
20210706210689,8,5509234.569249,3,4,2,4,4,1,3,2,5,5,5,4
20210706210691,3,2390362.750843,2,4,2,3,3,1,3,4,2,3,2,5
20210706210691,26,4097764.715731,2,2,2,2,3,1,2,4,3,3,4,5
20210706210691,32,4097764.715731,2,4,2,3,2,1,2,4,2,3,5,5
20210706210692,3,945877.874511,4,4,2,5,0,3,0,5,0,1,0,2
20210706210692,5,6621145.121575,4,5,2,4,0,3,0,5,2,1,0,2
20210706210692,17,3783511.498043,4,6,1,6,0,3,0,5,0,1,0,2
20210706210694,3,11517143.298252,1,3,2,5,6,3,5,2,5,4,6,5
20210706210694,5,7678095.532168,1,3,2,5,6,3,4,2,5,4,6,5
20210706210694,18,3839047.766084,1,5,1,5,5,3,3,2,5,4,5,5
20210706210695,5,4542870.769229,3,6,1,4,2,5,0,4,0,1,0,2
20210706210695,12,2725722.461537,3,6,1,6,2,5,0,4,0,1,3,2
20210706210695,15,13628612.307687,3,6,1,6,2,5,0,4,0,1,4,2
20210706210698,6,12755584.530106,4,0,2,3,3,2,1,3,2,1,2,5
20210706210698,8,7972240.331316,4,3,1,-2,2,2,1,3,1,1,1,5
20210706210698,10,6377792.265053,4,2,2,-2,2,2,1,3,1,1,1,5
20210706210701,3,230589.831169,5,4,2,6,2,4,2,2,2,1,4,3
20210706210701,6,2075308.480518,5,5,1,5,1,4,0,2,0,1,1,3
20210706210701,7,1383538.987012,5,4,1,5,1,4,1,2,2,1,1,3
20210706210703,7,6178457.089905,4,6,1,6,0,1,0,2,0,5,3,3
20210706210703,10,2059485.696635,4,6,1,6,0,1,0,2,0,5,0,3
20210706210703,12,6178457.089905,4,6,1,6,0,1,0,2,0,5,0,3
20210706210709,19,2611380.160023,1,5,2,3,5,3,2,2,2,4,6,5
20210706210709,21,1305690.080012,1,1,2,1,5,3,2,2,2,4,6,5
20210706210709,23,870460.053341,1,2,2,1,5,3,2,2,2,4,6,5
20210706210710,5,2989045.392667,2,6,2,6,0,5,0,3,0,4,0,1
20210706210710,23,1992696.928444,2,6,2,6,1,5,0,3,0,4,3,1
20210706210710,25,7970787.713778,2,6,2,6,2,5,0,3,0,4,2,1
20210706210713,13,1534083.074643,1,5,1,6,0,5,0,4,0,2,2,3
20210706210713,18,9204498.447859,1,5,1,6,1,5,0,4,0,2,3,3
20210706210713,28,6903373.835894,1,6,1,3,0,5,0,4,0,2,4,3
20210706210723,4,271541.701169,4,1,2,6,4,3,6,1,3,5,0,2
20210706210723,6,1221937.655261,4,6,2,6,0,3,0,1,0,5,0,2
20210706210723,7,814625.103507,4,3,2,6,0,3,3,1,5,5,0,2
20210706210724,13,371024.257364,5,2,2,3,0,1,0,2,0,3,0,4
20210706210724,14,8904582.176745,5,4,1,3,0,1,0,2,0,3,0,4
20210706210724,16,2226145.544186,5,2,1,2,0,1,0,2,0,3,4,4
20210706210726,25,17177795.045573,2,6,1,4,0,5,4,1,4,3,0,4
20210706210726,27,32662004.664117,2,5,1,4,0,5,2,1,0,3,3,4
20210706210726,30,7258223.258693,2,2,1,5,0,5,4,1,1,3,5,4
20210706210732,2,11757527.625471,4,5,2,3,3,2,0,3,0,5,0,1
20210706210732,3,58787638.127356,4,5,2,5,2,2,0,3,2,5,0,1
20210706210732,4,7838351.750314,4,5,1,3,1,2,0,3,1,5,0,1
20210706210733,14,2288370.833214,2,4,1,3,0,5,4,3,6,4,3,1
20210706210733,15,1144185.416607,2,5,1,5,1,5,2,3,5,4,4,1
20210706210733,18,2288370.833214,2,3,2,1,0,5,1,3,2,4,5,1
20210706210735,4,37144599.246540,3,6,1,0,0,2,0,5,0,4,0,1
20210706210735,6,37144599.246540,3,6,1,0,0,2,0,5,0,4,0,1
20210706210735,7,27858449.434905,3,6,1,0,0,2,0,5,0,4,3,1
20210706210737,3,30745880.581088,5,1,2,4,3,3,0,1,3,2,2,4
20210706210737,4,46118820.871632,5,1,2,4,3,3,0,1,3,2,2,4
20210706210737,10,15372940.290544,5,1,2,4,3,3,0,1,3,2,2,4
20210706210741,12,6757773.766461,4,6,1,6,0,3,0,1,0,5,0,2
20210706210741,21,4505182.510974,4,6,2,0,0,3,0,1,0,5,0,2
20210706210741,23,18020730.043895,4,6,2,6,0,3,0,1,0,5,0,2
20210706210744,5,1980247.848033,1,3,1,6,0,5,0,4,0,2,3,3
20210706210744,7,62377807.213043,1,4,1,5,0,5,0,4,0,2,4,3
20210706210744,11,1980247.848033,1,5,1,5,0,5,0,4,3,2,4,3
20210706210746,8,2061438.399273,4,2,2,0,0,2,5,3,0,5,0,1
20210706210746,24,1030719.199636,4,6,2,6,0,2,0,3,0,5,0,1
20210706210746,26,20614383.992728,4,6,2,5,0,2,0,3,0,5,0,1
20210706210751,5,1732315.722044,1,6,2,-3,0,2,0,3,0,4,4,5
20210706210751,6,5196947.166133,1,6,2,-3,0,2,0,3,0,4,4,5
20210706210751,7,50237155.939282,1,6,2,-3,0,2,0,3,0,4,4,5
20210706210755,4,21787821.917727,4,6,2,6,0,2,0,5,0,3,0,1
20210706210755,5,1815651.826477,4,6,2,6,0,2,0,5,0,3,0,1
20210706210755,12,16340866.438295,4,6,1,6,0,2,0,5,0,3,0,1
20210706210758,4,1752054.408012,2,2,1,0,0,3,0,1,2,5,2,4
20210706210758,8,1168036.272008,2,3,1,3,0,3,0,1,1,5,0,4
20210706210758,9,876027.204006,2,3,1,3,0,3,0,1,1,5,1,4
20210706210759,10,2884599.082299,1,2,2,0,0,5,4,2,2,3,1,4
20210706210759,11,17307594.493793,1,2,1,5,0,5,4,2,3,3,1,4
20210706210759,20,8653797.246897,1,3,2,3,0,5,3,2,2,3,1,4
20210706210760,18,2899160.683202,2,3,1,6,3,4,0,1,3,3,4,5
20210706210760,23,11596642.732809,2,4,1,4,2,4,3,1,3,3,3,5
20210706210760,28,8697482.049606,2,5,1,4,0,4,2,1,3,3,4,5
20210706210768,28,7996128.306309,1,5,1,3,1,3,0,2,0,4,2,5
20210706210768,30,23988384.918926,1,6,1,3,0,3,0,2,1,4,2,5
20210706210768,35,2665376.102103,1,4,1,2,0,3,0,2,0,4,2,5
20210706210774,6,2374344.686513,2,6,2,5,0,1,0,4,0,5,0,3
20210706210774,11,1582896.457675,2,6,2,0,1,1,0,4,0,5,0,3
20210706210774,18,2374344.686513,2,6,2,5,0,1,0,4,0,5,0,3
20210706210777,6,6333640.365390,4,5,1,5,6,1,0,5,1,2,3,3
20210706210777,8,37210137.146664,4,5,1,4,0,1,0,5,0,2,1,3
20210706210777,13,1583410.091347,4,4,1,3,0,1,0,5,0,2,2,3
20210706210779,2,7351778.179302,2,6,2,4,1,4,0,5,2,3,3,1
20210706210779,7,7351778.179302,2,6,2,4,1,4,1,5,2,3,2,1
20210706210801,2,547897.850849,1,4,2,0,0,4,2,3,5,2,4,5
20210706210801,4,2191591.403397,1,5,1,2,0,4,4,3,5,2,2,5
20210706210801,7,547897.850849,1,6,1,5,0,4,4,3,5,2,0,5
20210706210804,3,5800428.503796,2,0,1,6,3,3,6,5,6,1,6,4
20210706210804,4,322246.027989,2,4,1,6,6,3,4,5,2,1,3,4
20210706210804,6,966738.083966,2,4,2,6,6,3,2,5,0,1,3,4
20210706210810,10,1113720.741778,2,4,2,5,0,4,0,3,0,1,0,5
20210706210810,14,278430.185445,2,4,1,6,0,4,0,3,0,1,0,5
20210706210818,6,1363167.343825,1,6,1,6,0,4,0,2,2,3,5,5
20210706210818,8,2726334.687651,1,5,2,4,0,4,0,2,4,3,2,5
20210706210818,25,15812741.188374,1,4,2,0,0,4,0,2,3,3,4,5
20210706210821,14,2041168.612932,2,3,2,3,0,5,2,3,1,1,3,4
20210706210821,22,6123505.838795,2,4,2,4,0,5,1,3,2,1,3,4
20210706210821,35,8164674.451727,2,3,2,3,0,5,1,3,2,1,3,4
20210706210825,3,1333741.925850,5,4,2,1,1,4,0,3,0,2,0,1
20210706210825,12,2667483.851700,5,4,2,0,1,4,0,3,0,2,1,1
20210706210825,13,5334967.703399,5,4,2,0,1,4,0,3,0,2,2,1
20210706210828,12,12426760.487317,5,6,1,6,0,1,0,4,2,2,0,3
20210706210828,17,24853520.974634,5,6,1,6,0,1,0,4,0,2,0,3
20210706210828,19,12426760.487317,5,6,1,6,0,1,0,4,0,2,0,3
20210706210829,11,11479416.497776,3,4,2,6,2,5,0,2,0,1,3,4
20210706210829,13,5739708.248888,3,5,1,6,1,5,0,2,0,1,2,4
20210706210829,15,11479416.497776,3,5,1,4,1,5,0,2,0,1,5,4
20210706210835,8,4367015.479792,2,3,1,0,0,5,0,1,0,4,0,3
20210706210835,9,4367015.479792,2,0,1,1,0,5,0,1,0,4,0,3
20210706210835,21,52404185.757509,2,0,2,3,0,5,0,1,0,4,0,3
20210706210840,9,944411.308078,2,3,2,1,2,4,0,3,2,1,3,5
20210706210840,14,1133293.569693,2,3,2,3,1,4,3,3,1,1,3,5
20210706210840,18,5666467.848465,2,4,2,4,0,4,0,3,1,1,4,5
20210706210844,8,3864521.440085,3,5,2,5,0,2,2,4,2,1,2,5
20210706210844,10,11593564.320256,3,4,1,5,0,2,0,4,2,1,2,5
20210706210846,3,4838467.385446,2,2,2,0,0,4,2,3,0,5,2,1
20210706210846,6,1612822.461815,2,2,2,0,0,4,0,3,0,5,2,1
20210706210846,11,2150429.949087,2,2,2,0,0,4,0,3,0,5,2,1
20210706210849,8,1929761.388623,1,6,2,6,0,4,0,5,0,3,0,2
20210706210849,9,1929761.388623,1,6,2,2,0,4,0,5,0,3,0,2
20210706210849,28,2894642.082935,1,6,2,3,0,4,0,5,0,3,1,2
20210706210850,4,1508333.065102,5,0,2,0,5,1,5,2,2,3,6,4
20210706210850,6,1508333.065102,5,0,2,0,3,1,3,2,3,3,6,4
20210706210850,9,0.000000,5,-2,-2,-2,-2,1,-2,2,-2,3,-2,4
20210706210857,3,1312818.878555,1,4,2,5,0,3,4,2,4,4,0,5
20210706210857,6,59076849.534965,1,1,1,0,0,3,6,2,5,4,0,5
20210706210857,21,13128188.785548,1,3,2,0,0,3,2,2,0,4,5,5
20210706210858,5,4938205.985975,3,6,1,6,0,2,0,4,0,1,0,5
20210706210858,10,4938205.985975,3,6,2,5,0,2,0,4,1,1,0,5
20210706210858,12,12757032.130437,3,5,2,5,0,2,0,4,0,1,0,5
20210706210866,8,3344724.207484,5,5,1,4,0,4,0,3,1,2,2,1
20210706210866,10,6689448.414969,5,4,1,4,0,4,0,3,2,2,3,1
20210706210866,15,6689448.414969,5,5,1,6,0,4,0,3,1,2,4,1
20210706210868,8,5171498.395138,3,5,1,6,0,4,0,1,2,2,3,5
20210706210868,13,7757247.592706,3,5,1,5,0,4,0,1,1,2,1,5
20210706210868,15,5171498.395138,3,0,2,6,0,4,0,1,0,2,5,5
20210706210869,2,4763035.419520,5,6,2,0,0,3,0,4,0,1,0,2
20210706210869,16,2381517.709760,5,6,2,0,0,3,0,4,0,1,0,2
20210706210869,19,9526070.839040,5,6,1,0,0,3,0,4,0,1,4,2
20210706210871,5,8540840.522991,1,4,1,0,0,2,0,3,3,5,6,4
20210706210871,6,28469468.409969,1,5,1,0,3,2,0,3,1,5,6,4
20210706210871,12,8540840.522991,1,5,1,0,2,2,0,3,2,5,6,4
20210706210874,6,3656584.449388,3,4,1,5,5,1,3,2,5,5,3,4
20210706210874,20,27424383.370412,3,5,1,5,4,1,1,2,3,5,3,4
20210706210874,21,9141461.123471,3,5,1,5,4,1,2,2,3,5,3,4
20210706210875,3,17460402.593875,3,6,1,0,0,5,0,4,0,2,0,1
20210706210875,4,429354.162144,3,6,1,0,0,5,0,4,0,2,0,1
20210706210875,5,3721069.405252,3,6,1,0,0,5,0,4,0,2,0,1
20210706210876,7,10082607.835150,1,6,1,6,0,5,0,2,0,3,3,4
20210706210876,8,840217.319596,1,3,2,4,0,5,0,2,3,3,3,4
20210706210876,15,1680434.639192,1,3,2,0,0,5,3,2,3,3,3,4
20210706210878,3,1379188.045872,1,6,2,5,0,5,0,2,5,4,4,3
20210706210878,5,2758376.091744,1,6,2,6,0,5,0,2,5,4,4,3
20210706210878,15,4137564.137615,1,6,2,6,0,5,0,2,4,4,5,3
20210706210889,9,5828074.810861,5,4,1,4,0,2,0,1,0,4,1,3
20210706210889,12,1578436.927941,5,4,2,3,0,2,0,1,0,4,3,3
20210706210889,13,121418.225226,5,2,2,3,0,2,0,1,2,4,0,3
20210706210890,3,6127514.727143,2,3,2,6,3,5,5,1,3,3,2,4
20210706210890,11,19914422.863214,2,4,2,5,3,5,3,1,2,3,2,4
20210706210890,15,4595636.045357,2,2,2,5,3,5,3,1,3,3,2,4
20210706210891,10,539165.645879,5,4,1,2,0,2,0,4,0,3,0,1
20210706210891,17,539165.645879,5,3,1,2,0,2,0,4,0,3,0,1
20210706210891,22,1078331.291757,5,3,1,2,0,2,0,4,0,3,0,1
20210706210893,10,10400973.977960,3,4,2,4,0,2,3,4,0,5,0,1
20210706210893,11,41603895.911841,3,6,1,6,0,2,0,4,0,5,0,1
20210706210893,16,10747673.110559,3,6,2,6,0,2,0,4,0,5,2,1
20210706210901,3,2893614.342667,3,4,2,4,0,4,0,2,0,5,0,1
20210706210901,13,7812758.725200,3,2,1,6,0,4,0,2,2,5,0,1
20210706210901,22,52085058.167999,3,5,1,3,0,4,0,2,0,5,0,1
20210706210906,4,607520.515101,3,4,1,4,3,4,3,5,2,1,4,2
20210706210906,6,3645123.090609,3,3,2,4,3,4,3,5,2,1,4,2
20210706210906,8,3645123.090609,3,3,2,4,3,4,3,5,2,1,3,2
20210706210907,8,1204587.845094,5,6,1,3,0,1,0,2,0,3,0,4
20210706210907,12,7227527.070563,5,6,2,4,0,1,0,2,0,3,0,4
20210706210907,14,14455054.141125,5,6,1,6,0,1,0,2,0,3,0,4
20210706210916,10,1047009.208302,1,4,2,5,0,2,1,4,2,5,1,3
20210706210916,18,2094018.416605,1,4,1,4,0,2,2,4,1,5,2,3
20210706210916,20,16752147.332837,1,4,2,3,0,2,1,4,1,5,1,3
20210706210918,5,85492459.903827,1,3,2,1,0,2,2,3,4,5,1,4
20210706210918,9,2137311.497596,1,4,2,1,0,2,0,3,2,5,0,4
20210706210918,13,51295475.942296,1,4,1,3,0,2,1,3,2,5,3,4
20210706210922,8,9147756.984772,2,3,1,3,1,4,0,1,0,5,6,3
20210706210922,10,2286939.246193,2,3,1,0,0,4,0,1,3,5,4,3
20210706210922,14,30873679.823606,2,3,1,3,1,4,0,1,0,5,5,3
20210706210924,3,2847517.375097,4,6,2,6,0,1,0,2,0,3,0,5
20210706210924,10,17085104.250582,4,6,1,6,0,1,0,2,0,3,0,5
20210706210924,13,11390069.500388,4,6,1,6,0,1,0,2,0,3,0,5
20210706210926,5,21527785.135114,2,4,2,3,6,1,1,5,3,4,2,3
20210706210926,7,5615943.948291,2,4,2,3,6,1,1,5,3,4,5,3
20210706210926,11,16847831.844872,2,4,2,3,6,1,1,5,3,4,5,3
20210706210947,3,12144067.265013,2,5,1,5,0,1,1,5,2,3,2,4
20210706210947,6,6072033.632507,2,6,1,5,0,1,0,5,0,3,1,4
20210706210947,7,6072033.632507,2,4,2,4,0,1,1,5,2,3,2,4
20210706210949,4,946276.048453,3,5,2,5,1,4,0,5,0,1,1,2
20210706210949,5,1892552.096907,3,6,2,5,0,4,0,5,0,1,1,2
20210706210949,6,946276.048453,3,6,2,5,0,4,0,5,0,1,0,2
20210706210951,10,10199193.843891,4,5,1,2,3,5,1,2,2,3,5,1
20210706210951,11,3399731.281297,4,4,1,2,3,5,1,2,2,3,5,1
20210706210951,19,10199193.843891,4,4,2,3,2,5,1,2,1,3,3,1
20210706210959,2,39116207.760975,5,6,2,3,3,1,0,3,0,2,3,4
20210706210959,4,60847434.294850,5,4,2,3,1,1,0,3,0,2,3,4
20210706210959,6,84751783.482112,5,1,2,3,1,1,0,3,0,2,2,4
20210706210969,8,637691.011257,5,4,1,6,2,4,2,3,0,1,3,2
20210706210969,13,850254.681676,5,2,2,3,3,4,3,3,0,1,4,2
20210706210969,17,2550764.045027,5,2,1,0,3,4,3,3,0,1,5,2
20210706210970,14,11873328.538147,1,6,1,3,0,3,0,5,1,4,2,2
20210706210970,15,11873328.538147,1,4,1,2,0,3,0,5,0,4,1,2
20210706210970,16,23746657.076293,1,6,1,6,0,3,0,5,0,4,0,2
20210706210982,7,1225291.886998,3,5,2,5,4,4,0,2,0,5,4,1
20210706210982,13,1225291.886998,3,5,2,5,2,4,0,2,0,5,4,1
20210706210982,18,14703502.643979,3,5,2,4,2,4,0,2,0,5,4,1
20210706210985,4,3464469.363986,5,5,2,5,2,3,0,1,1,2,4,4
20210706210985,7,1732234.681993,5,5,2,5,2,3,0,1,1,2,3,4
20210706210985,13,4330586.704982,5,5,1,5,3,3,0,1,0,2,3,4
20210706210987,5,495153.746846,2,6,1,6,0,3,0,1,0,4,0,5
20210706210987,6,17825534.886443,2,6,1,6,1,3,0,1,0,4,1,5
20210706210987,14,4456383.721611,2,6,1,5,0,3,0,1,0,4,2,5
20210706210988,7,36154080.974131,1,4,1,4,2,5,3,4,4,3,5,2
20210706210988,11,9038520.243533,1,4,2,4,2,5,2,4,3,3,5,2
20210706210988,13,4519260.121766,1,4,2,3,2,5,2,4,3,3,5,2
20210706210992,5,23112475.761899,5,6,2,6,0,4,0,3,0,1,0,2
20210706210992,11,20544422.899465,5,6,1,6,0,4,0,3,0,1,0,2
20210706210992,22,66769374.423263,5,6,1,6,0,4,0,3,0,1,3,2
20210706210995,4,2823432.669118,4,6,2,6,0,1,0,5,0,3,0,2
20210706210995,8,25410894.022066,4,6,1,6,0,1,0,5,0,3,0,2
20210706210995,16,12705447.011033,4,6,1,6,0,1,0,5,0,3,2,2
20210706211003,6,6196259.388115,5,2,2,1,0,4,0,1,2,3,3,2
20210706211003,22,6196259.388115,5,2,1,2,0,4,0,1,1,3,4,2
20210706211003,26,24785037.552460,5,2,2,3,0,4,0,1,0,3,4,2
20210706211005,4,3967285.686399,5,5,1,4,5,3,0,2,5,4,4,1
20210706211005,14,23803714.118397,5,5,2,5,5,3,0,2,2,4,4,1
20210706211005,16,11901857.059198,5,5,2,5,4,3,0,2,5,4,4,1
